.,l)Código,Título,Descripción,Servicios públicos,RIESGO,SECTOR,COBRO DE PROGRAMA INTERNO(FALSE OR TRUE),CERTIFICADO DE MEDIO AMBIENTE(FALSE OR TRUE),LICENCIA DE ALCOHOL(FALSE OR TRUE)
111121,Cultivo de cártamo,Unidades económicas dedicadas principalmente al cultivo de cártamo con la finalidad de cosechar la semilla.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111122,Cultivo de girasol,Unidades económicas dedicadas principalmente al cultivo de girasol con la finalidad de cosechar la semilla.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,FALSE,FALSE
111129,Cultivo anual de otras semillas oleaginosas,"Unidades económicas dedicadas principalmente al cultivo anual de otras semillas oleaginosas, como canola, linaza, ajonjolí y otras semillas oleaginosas anuales no clasificadas en otra parte.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111131,Cultivo de frijol grano,Unidades económicas dedicadas principalmente al cultivo de frijol con la finalidad de cosechar el grano.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111132,Cultivo de garbanzo grano,Unidades económicas dedicadas principalmente al cultivo de garbanzo con la finalidad de cosechar el grano.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111139,Cultivo de otras leguminosas,"Unidades económicas dedicadas principalmente al cultivo de leguminosas, como lenteja, arvejón, haba y otras leguminosas para grano no clasificadas en otra parte.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111140,Cultivo de trigo,Unidades económicas dedicadas principalmente al cultivo de trigo.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111151,Cultivo de maíz grano,"Unidades económicas dedicadas principalmente al cultivo de maíz blanco, amarillo, morado, palomero, cacahuacintle, con la finalidad de cosechar el grano.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111152,Cultivo de maíz forrajero,Unidades económicas dedicadas principalmente al cultivo de maíz con la finalidad de cosechar la planta completa para el aprovechamiento del ganado.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111160,Cultivo de arroz,Unidades económicas dedicadas principalmente al cultivo de arroz con la finalidad de cosechar el grano.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111191,Cultivo de sorgo grano,Unidades económicas dedicadas principalmente al cultivo de sorgo con la finalidad de cosechar el grano.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111192,Cultivo de avena grano,Unidades económicas dedicadas principalmente al cultivo de avena con la finalidad de cosechar el grano.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111193,Cultivo de cebada grano,Unidades económicas dedicadas principalmente al cultivo de cebada con la finalidad de cosechar el grano.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111194,Cultivo de sorgo forrajero,Unidades económicas dedicadas principalmente al cultivo de sorgo con la finalidad de cosechar la planta completa para aprovechamiento del ganado.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111195,Cultivo de avena forrajera,Unidades económicas dedicadas principalmente al cultivo de avena con la finalidad de cosechar la planta completa para aprovechamiento del ganado.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111199,Cultivo de otros cereales,"Unidades económicas dedicadas principalmente al cultivo de cereales, como mijo, centeno, alpiste, arroz silvestre y otros cereales no clasificados en otra parte, y al cultivo de cereales no clasificados en otra parte con la finalidad de cosechar la planta completa para aprovechamiento del ganado.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111211,Cultivo de jitomate o tomate rojo,Unidades económicas dedicadas principalmente al cultivo de jitomate o tomate rojo a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111212,Cultivo de chile,Unidades económicas dedicadas principalmente al cultivo de chile a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111213,Cultivo de cebolla,Unidades económicas dedicadas principalmente al cultivo de cebolla a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111214,Cultivo de melón,Unidades económicas dedicadas principalmente al cultivo de melón a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111215,Cultivo de tomate verde,Unidades económicas dedicadas principalmente al cultivo de tomate verde a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111216,Cultivo de papa,Unidades económicas dedicadas principalmente al cultivo de papa a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111217,Cultivo de calabaza,Unidades económicas dedicadas principalmente al cultivo de calabaza y calabacita a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111218,Cultivo de sandía,Unidades económicas dedicadas principalmente al cultivo de sandía a cielo abierto.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111219,Cultivo de otras hortalizas,"Unidades económicas dedicadas principalmente al cultivo de hortalizas a cielo abierto, como brócoli, lechuga, ajo, zanahoria, betabel, espárrago, nopal verdura, pepino y otras hortalizas no clasificadas en otra parte.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111310,Cultivo de naranja,Unidades económicas dedicadas principalmente al cultivo de naranja.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111321,Cultivo de limón,Unidades económicas dedicadas principalmente al cultivo de limón.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111329,Cultivo de otros cítricos,"Unidades económicas dedicadas principalmente al cultivo de frutas cítricas, como toronja, mandarina, lima, tangerina, cidra y otros cítricos no clasificados en otra parte.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111331,Cultivo de café,Unidades económicas dedicadas principalmente al cultivo de café.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111332,Cultivo de plátano,Unidades económicas dedicadas principalmente al cultivo de plátano.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111333,Cultivo de mango,Unidades económicas dedicadas principalmente al cultivo de mango.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111334,Cultivo de aguacate,Unidades económicas dedicadas principalmente al cultivo de aguacate.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111335,Cultivo de uva,Unidades económicas dedicadas principalmente al cultivo de uva.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111336,Cultivo de manzana,Unidades económicas dedicadas principalmente al cultivo de manzana.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111337,Cultivo de cacao,Unidades económicas dedicadas principalmente al cultivo de cacao.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111338,Cultivo de coco,Unidades económicas dedicadas principalmente al cultivo de coco.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111339,Cultivo de otros frutales no cítricos y de nueces,"Unidades económicas dedicadas principalmente al cultivo de otros frutales no cítricos, como guayaba, mora, papaya, ciruelas, piña, durazno, zapote, olivo, y de nueces, como almendra, nuez pecanera o cáscara de papel, nuez de Castilla, pistache, avellana, nuez moscada, macadamia.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111411,Cultivo de jitomate en invernaderos y otras estructuras agrícolas protegidas,Unidades económicas dedicadas principalmente al cultivo de jitomate en invernaderos y otras estructuras agrícolas protegidas.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111412,Cultivo de fresa en invernaderos y otras estructuras agrícolas protegidas,Unidades económicas dedicadas principalmente al cultivo de fresa en invernaderos y otras estructuras agrícolas protegidas.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111413,"Cultivo de bayas (berries) en invernaderos y otras estructuras agrícolas protegidas, excepto fresas",Unidades económicas dedicadas principalmente al cultivo de bayas (berries) en invernaderos y otras estructuras agrícolas protegidas.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111414,Cultivo de chile en invernaderos y otras estructuras agrícolas protegidas,Unidades económicas dedicadas principalmente al cultivo de chile en invernaderos y otras estructuras agrícolas protegidas.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111415,Cultivo de manzana en invernaderos y otras estructuras agrícolas protegidas,Unidades económicas dedicadas principalmente al cultivo de manzana en invernaderos y otras estructuras agrícolas protegidas.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111416,Cultivo de pepino en invernaderos y otras estructuras agrícolas protegidas,Unidades económicas dedicadas principalmente al cultivo de pepino en invernaderos y otras estructuras agrícolas protegidas.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111419,Cultivo de otros productos alimenticios en invernaderos y otras estructuras agrícolas protegidas,"Unidades económicas dedicadas principalmente al cultivo de otros productos alimenticios en invernaderos y otras estructuras agrícolas protegidas, como acelga, albahaca, berenjena, calabacitas, chícharos, hongos, lechuga, nopal verdura, rabanito, verdolaga, zanahoria y otros no clasificados en otra parte.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111421,Floricultura a cielo abierto,"Unidades económicas dedicadas principalmente al cultivo de flores para corte a cielo abierto, como rosa, clavel, gladiola, crisantemo, azucena, margarita, nube, alhelí.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111422,Floricultura en invernaderos y otras estructuras agrícolas protegidas,"Unidades económicas dedicadas principalmente al cultivo en invernadero y otras estructuras agrícolas protegidas de flores para corte, como rosa, clavel, gladiola, crisantemo, azucena, alcatraz, camelia.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111423,Cultivo de árboles de ciclo productivo de 10 años o menos,Unidades económicas dedicadas principalmente al cultivo de árboles de Navidad y de especies maderables de ciclos productivos de 10 años o menos.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111429,Otros cultivos no alimenticios en invernaderos y otras estructuras agrícolas protegidas,"Unidades económicas dedicadas principalmente al cultivo de plantas ornamentales y arbustos vivos; a la producción de materiales de propagación por medios convencionales (multiplicación vegetativa o asexual, y sexual o generativa), como sarmientos, bulbos, patrones, estacas, esquejes, hijuelos y plantas jóvenes, y a la de plántulas de especies florales en invernaderos y otras estructuras agrícolas protegidas.",l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111910,Cultivo de tabaco,Unidades económicas dedicadas principalmente al cultivo de tabaco.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111920,Cultivo de algodón,Unidades económicas dedicadas principalmente al cultivo de algodón.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111930,Cultivo de caña de azúcar,"Unidades económicas dedicadas principalmente al cultivo de caña de azúcar.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
111941,Cultivo de alfalfa,"Unidades económicas dedicadas principalmente al cultivo de alfalfa.,l) Servicio de recolección de basura a locatarios de mercados municipales en el Municipio de La Paz.,Mediano/Alto,INDUSTRIA,FALSE,TRUE,FALSE
